ALTERNATIVEACC	GI	PRIMARYACC	TAXID
AFK49009.1	388521895	ACJ85806.1	3880
AFX67020.1	418731124	AFX67020.1	4113
AGU14071.1	533214658	AGU14071.1	3827
AGU14114.1	533214744	XP_004504379.1	3827
AGU14117.1	533214750	XP_004502258.1	3827
AGU14134.1	533214784	XP_004502001.1	3827
AGU14136.1	533214788	XP_004502000.1	3827
AGU14143.1	533214802	XP_004516402.1	3827
AGV54472.1	543176899	AGV54472.1	3885
AHL38572.1	591401690	At_76E2_S2	3702
AHL38573.1	591401692	NP_200766.2	3702
AHL38597.1	591401740	NP_198620.1	3702
AHL38598.1	591401742	NP_198617.1	3702
AHL38622.1	591401790	NP_197207.1	3702
AHL38715.1	591401976	At_72B1_S1	3702
AHL38739.1	591402024	NP_190254.2	3702
AHL38740.1	591402026	NP_190253.1	3702
AHL38741.1	591402028	NP_190252.1	3702
AHL38742.1	591402030	NP_190251.1	3702
AHL38743.1	591402032	NP_566885.1	3702
AHL38841.1	591402228	NP_179907.1	3702
AHL38842.1	591402230	AHL38842.1	3702
AHL38850.1	591402246	At_72D1_S6	3702
AHL38851.1	591402248	NP_179446.2	3702
AHL38976.1	591402498	NP_171649.1	3702
AHL38977.1	591402500	NP_171646.1	3702
AHL68667.1	593940915	AHL68667.1	103351
AHZ08761.1	630866547	NP_001312532.1	4097
AID16086.1	656339663	AID16086.1	3498
AIE12476.1	661400140	AIE12476.1	4054
AIE12483.1	661400230	AIE12483.1	4054
AII32291.1	670609482	AII32291.1	105884
AII32292.1	670609484	AII32292.1	105884
AIL51399.1	675272224	AIL51399.1	3627
AIL51400.1	675272226	AIL51400.1	3627
AIZ00426.1	728892675	AIZ00426.1	4054
AJF48887.1	751372701	AJF48887.1	45171
AJM89728.1	756786145	AJM89728.1	4138
AKA44588.1	788945546	AKA44588.1	4054
AKA44589.1	788945578	AKA44589.1	4054
AKG06689.1	817735905	NP_001306993.1	2711
AKH66773.1	822476979	AKH66773.1	3747
AKH66774.1	822476981	AKH66774.1	3747
AKI87776.1	824606072	AKI87776.1	553056
AKI87777.1	824606112	AKI87777.1	553056
ALD83754.1	927147416	MiCGTb_S16	29780
ALO19887.1	952950738	ALO19887.1	4442
ALO19892.1	952950748	ALO19892.1	4442
ALO19893.1	952950750	ALO19893.1	4442
ALO19894.1	952950752	ALO19894.1	4442
ALS54747.1	961554834	AKI87776.1	553056
ALS55360.1	961556400	ALS55360.1	103349
ALX35999.1	973456339	ALX35999.1	40710
AMM73095.1	1002152706	AMM73095.1	29780
AMO27404.1	1003312948	AMO27404.1	3847
ANM60250.1	1039010280	NP_001322549.1	3702
ANM60489.1	1039010550	NP_001322773.1	3702
ANS59121.1	1043526383	ACD87062.1	32630
AQD20582.1	1141997696	AQD20582.1	265354
AQK56475.1	1142692549	XP_008679295.1	4577
AQK60196.1	1142696270	NP_001147693.2	4577
AQK69216.1	1142705292	NP_001151310.1	4577
AQK83517.1	1142825430	XP_008649287.1	4577
AQQ16625.1	1147400050	AQQ16625.1	49451
AQQ16642.1	1147400085	XP_019225688.1	49451
AQQ16643.1	1147400088	XP_019225689.1	49451
AQQ16661.1	1147400125	XP_019232058.1	49451
AQQ16662.1	1147400127	XP_019249532.1	49451
AQQ16667.1	1147400137	XP_019224613.1	49451
AQQ16670.1	1147400143	XP_019230161.1	49451
AQQ16672.1	1147400148	XP_019230160.1	49451
AQQ16676.1	1147400156	XP_019230479.1	49451
AQQ16680.1	1147400164	XP_019233305.1	49451
AQQ16683.1	1147400171	XP_019249246.1	49451
AQQ16702.1	1147400213	XP_019239435.1	49451
AQQ16704.1	1147400217	XP_019233977.1	49451
AQQ16708.1	1147400226	XP_019244683.1	49451
AQQ16714.1	1147400240	XP_019239435.1	49451
AQQ16717.1	1147400247	XP_019238796.1	49451
ARA67364.1	1163138933	ARA67364.1	40707
AUI41117.1	1317978360	AUI41117.1	203015
AUI41118.1	1317978362	AUI41118.1	203015
AUI41129.1	1317978384	AUI41129.1	203015
AUI41131.1	1317978388	AUI41131.1	203015
AUI41141.1	1317978408	AUI41141.1	203015
AVW82171.1	1375633362	AVW82171.1	767412
AWJ96786.1	1388809559	AWJ96786.1	74504
AWJ96787.1	1388809561	AWJ96787.1	74504
AWJ96788.1	1388809563	AWJ96788.1	74504
AWJ96789.1	1388809565	AWJ96789.1	74504
AWJ96790.1	1388809567	AWJ96789.1	74504
AWJ96791.1	1388809569	AWJ96789.1	74504
AWJ96792.1	1388809571	AWJ96787.1	74504
AWJ96793.1	1388809573	AWJ96793.1	74518
AWJ96794.1	1388809575	AWJ96793.1	74518
AWJ96795.1	1388809577	AWJ96793.1	74518
AWJ96796.1	1388809579	AWJ96793.1	74518
AWJ96797.1	1388809581	AWJ96793.1	74518
AWJ96798.1	1388809583	AWJ96798.1	74518
AWJ96799.1	1388809585	AWJ96799.1	1211619
AWJ96800.1	1388809587	AWJ96799.1	1211619
AWJ96801.1	1388809589	AWJ96799.1	1211619
AWJ96802.1	1388809591	AWJ96799.1	1211619
AWJ96803.1	1388809593	AWJ96799.1	1211619
AWJ96804.1	1388809595	AWJ96804.1	1211619
AWJ96805.1	1388809597	AWJ96799.1	360323
AWJ96806.1	1388809599	AWJ96806.1	360326
AWJ96807.1	1388809601	AWJ96807.1	360326
AWJ96808.1	1388809603	AWJ96808.1	360326
AWJ96809.1	1388809605	AWJ96809.1	360326
AWJ96810.1	1388809607	AWJ96810.1	360326
AWJ96811.1	1388809609	AWJ96811.1	362605
AWJ96812.1	1388809611	AWJ96812.1	362605
AWJ96813.1	1388809613	AWJ96813.1	362605
AWJ96814.1	1388809615	AWJ96814.1	362605
AWJ96815.1	1388809617	AWJ96815.1	362605
AWJ96816.1	1388809619	AWJ96816.1	362604
AWJ96817.1	1388809621	AWJ96816.1	362604
AWJ96818.1	1388809623	AWJ96818.1	362604
AWJ96819.1	1388809625	AWJ96819.1	362604
AWJ96820.1	1388809627	AWJ96820.1	362604
AWJ96821.1	1388809629	AWJ96821.1	362604
AWJ96822.1	1388809631	AWJ96822.1	74524
AWJ96823.1	1388809633	AWJ96822.1	74524
AWJ96824.1	1388809635	AWJ96822.1	74524
AWJ96825.1	1388809637	AWJ96822.1	74524
AWJ96826.1	1388809639	AWJ96822.1	74524
AWJ96827.1	1388809641	AWJ96822.1	74524
AWJ96828.1	1388809643	AWJ96822.1	361990
AWJ96829.1	1388809645	AWJ96822.1	74532
AWJ96830.1	1388809647	AWJ96822.1	74532
AWJ96831.1	1388809649	AWJ96831.1	3899
AWJ96833.1	1388809653	AWJ96833.1	3899
AWJ96834.1	1388809655	AWJ96831.1	3899
AWJ96835.1	1388809657	AWJ96822.1	3899
AWJ96836.1	1388809659	AWJ96836.1	3899
AWJ96837.1	1388809661	AWJ96831.1	3899
AWJ96838.1	1388809663	AWJ96831.1	3899
AWJ96839.1	1388809665	AWJ96831.1	3899
AWJ96840.1	1388809667	AWJ96831.1	3899
AWJ96841.1	1388809669	AWJ96831.1	3899
AWJ96842.1	1388809671	AWJ96831.1	3899
AWJ96843.1	1388809673	AWJ96822.1	3899
AWJ96844.1	1388809675	AWJ96831.1	3899
AWJ96845.1	1388809677	AWJ96831.1	3899
AWJ96846.1	1388809679	AWJ96846.1	3899
AWJ96847.1	1388809681	AWJ96831.1	3899
AWJ96848.1	1388809683	AWJ96831.1	3899
AWJ96849.1	1388809685	AWJ96833.1	3899
AWJ96850.1	1388809687	AWJ96846.1	3899
AWJ96851.1	1388809689	AWJ96822.1	3899
AWJ96852.1	1388809691	AWJ96831.1	3899
AWJ96853.1	1388809693	AWJ96831.1	3899
AWJ96854.1	1388809695	AWJ96831.1	3899
AWJ96929.1	1388809845	AWJ96831.1	3899
AWU66062.1	1402399541	AWU66062.1	2066563
AWU66065.1	1402399547	AWU66065.1	357850
AXL95243.1	1446201879	AXL95243.1	175694
AXL95247.1	1446201887	AXL95247.1	175694
AXL95248.1	1446201889	AXL95248.1	175694
AYC63477.1	1482646268	AYC63477.1	107240
AYC63478.1	1482646270	AYC63478.1	107240
AYC63480.1	1482646274	AYC63480.1	107240
AYC63482.1	1482646278	AYC63482.1	107240
AYC63483.1	1482646280	AYC63483.1	107240
AYC63484.1	1482646282	AYC63484.1	107240
AYC63486.1	1482646286	AYC63486.1	107240
AYC63487.1	1482646288	AYC63487.1	107240
AYC63489.1	1482646292	AYC63489.1	107240
AYN74348.1	1496271264	AYN74348.1	93977
AYN74350.1	1496271272	AYN74350.1	93977
AYN74351.1	1496271276	AYN74351.1	93977
AYR16609.1	1510262279	AYR16609.1	355332
AYR16617.1	1510262295	AYR16617.1	355332
AYW35116.1	1517398079	XP_009778637.1	4097
BAA36421.1	4115559	Q9ZR27.1	179837
BAA36422.1	4115561	Q9ZR26.1	179837
BAA36423.1	4115563	Q9ZR25.1	76714
BAA89009.1	6683052	BAA89009.1	4102
BAA97492.1	8885562	NP_200766.2	3702
BAA97493.1	8885563	At_76E2_S2	3702
BAA97533.1	8885603	NP_198617.1	3702
BAA97538.1	8885608	NP_198620.1	3702
BAB86928.1	19911203	NP_001316756.1	3914
BAB86932.1	19911211	NP_001316740.1	3914
BAB88935.1	20146093	BAB88935.1	4097
BAC41861.1	26449469	BAC41861.1	3702
BAC43040.1	26451895	NP_179907.1	3702
BAC43482.2	39104603	BAC43482.2	3702
BAD15522.1	46389901	BAD15522.1	39947
BAD17248.1	46805954	XP_015627220.1	39947
BAD17249.1	46805955	BAD17249.1	39947
BAD43267.1	51969150	BAD43267.1	3702
BAD90934.1	60650091	BAD90934.1	183845
BAD90935.1	60650093	BAD90935.1	183845
BAD93688.1	62241063	NP_001312868.1	4097
BAD93689.1	62241065	NP_001312766.1	4097
BAD93690.1	62241067	NP_001312409.1	4097
BAE98801.1	110741710	BAE98801.1	3702
BAF00888.1	110737901	NP_190254.2	3702
BAF08047.1	113535664	BAD15522.1	39947
BAF10077.1	113537694	XP_015627220.1	39947
BAF10078.1	113537695	BAD17249.1	39947
BAF49285.1	133874164	BAF49285.1	52518
BAF49286.1	133874166	BAF49286.1	52518
BAF49287.1	133874168	BAF49286.1	52518
BAF49300.1	133874194	BAF49300.1	43366
BAF49301.1	133874196	BAF49301.1	43366
BAF49302.1	133874198	BAF49302.1	43366
BAF75879.1	156138775	BAF75879.1	3570
BAF75896.1	156138809	BAF75896.1	87530
BAF75897.1	156138811	BAF75897.1	87530
BAG31949.1	187761621	BAG31949.1	48386
BAG71125.1	204022234	BAG71125.1	3527
BAG80535.1	209954689	BAG80535.1	112863
BAG80542.1	209954703	BAG80542.1	112863
BAG80544.1	209954707	BAG80544.1_S26	112863
BAG80545.1	209954709	BAG80545.1	112863
BAG80547.1	209954713	BAG80547.1	112863
BAG80552.1	209954723	BAG80552.1	112863
BAG80553.1	209954725	BAG80553.1	112863
BAG80556.1	209954731	BAG80556.1	112863
BAG89900.1	215694709	XP_015627220.1	39947
BAH05016.1	219566996	BAG71125.1	3527
BAI65909.1	283362112	BAI65909.1	55183
BAJ34074.1	312282417	BAJ34074.1	98038
BAJ94810.1	326497895	BAJ94810.1	112509
BAJ97743.1	326531478	BAJ94810.1	112509
BAK00383.1	326521614	BAK00383.1	112509
BAK00666.1	326524566	BAK00666.1	112509
BAK01910.1	326492253	BAK01910.1	112509
BAK55736.1	342306000	F8WKW0.1	114476
BAK55737.1	342306002	F8WKW1.1	114476
BAK55744.1	342306016	F8WKW8.1	114476
BAK55749.1	342306026	F8WLS6.1	4058
BAM28983.1	393990624	BAM28983.1	114476
BAO51834.1	586941105	BAO51834.1	4442
BAO51842.1	586941121	BAO51842.1	4120
BAP90371.1	723586586	BAP90371.1	3617
BAS68504.1	937343964	XP_002268637.1	105599
BAS77372.1	937902318	BAD15522.1	39947
BAS80988.1	937905934	XP_015627220.1	39947
BAS80989.1	937905935	BAS80989.1	39947
BAT77472.1	965661763	XP_017420568.1	157739
BAT81844.1	965666356	XP_017429149.1	157739
BAT81856.1	965666368	KOM48230.1	157739
BAT84847.1	965670240	BAT84847.1	157739
BAT86657.1	965672050	XP_017405475.1	157739
BAT87866.1	965600688	XP_017437329.1	157739
BAT89085.1	965601907	XP_017406815.1	157739
BAT89087.1	965601909	XP_017406819.1	157739
BAT89091.1	965601913	XP_017406805.1	157739
BAT97310.1	965611171	KOM29400.1	157739
BBA18062.1	1226144207	BBA18062.1	76966
BBA18063.1	1226144209	NP_001306993.1	55188
BBA18064.1	1226144211	BBA18064.1	481547
BBA68562.1	1255287504	BBA68562.1	79376
BBB06426.1	1333373665	BBB06426.1	96455
BBB16127.1	1279846311	BBB16127.1	198914
BBB16128.1	1279846313	BBB16128.1	198914
BBC62107.1	1486856726	BBC62107.1	79376
BBC62110.1	1486856732	BBC62110.1	79376
BBC62113.1	1486856738	BBC62113.1	79376
BBD34312.1	1486856588	BBD34312.1	3747
BBE52863.1	1418351124	BBE52863.1	102107
BBG94173.1	1683363861	BBG94173.1	3755
BBG97629.1	1683368613	BBG97629.1	3755
BBH03455.1	1683376427	BBH03455.1	3755
BBN60796.1	1743235218	BBN60796.1	74613
BBN70118.1	1746754233	BBN70118.1	3755
BBN70121.1	1746754236	BBN70121.1	3755
CAB51193.1	5541687	NP_190256.1	3702
CAB51196.1	5541690	NP_190253.1	3702
CAB62336.1	6523069	CAB62336.1	3702
CAB62337.1	6523070	NP_190251.1	3702
CAB62338.1	6523071	NP_190252.1	3702
CAB80916.1	7267604	At_72B1_S1	3702
CAC01718.1	9755706	NP_197207.1	3702
CAC35167.1	13508844	Q9AR73.1	4060
CAM31954.1	148287135	NP_001302991.1	3708
CAM31955.1	148287137	NP_001235053.1	3847
CAN62624.1	147818360	CAN62624.1	29760
CAN71907.1	147781122	XP_002268637.1	29760
CBI15140.3	297733893	CBI15140.3	29760
CBI22615.3	302143754	XP_019081383.1	29760
CBI22736.3	302143875	CBI22736.3	29760
CBI25657.3	298204824	CBI25657.3	29760
CBI34463.3	297742314	XP_019072060.1	29760
CBI40488.3	297745408	XP_002280923.1	29760
CCO13612.1	699113884	CCO13612.1	50452
CDM85855.1	669031089	CDM85855.1	4565
CDO97426.1	661899432	CDO97426.1	49390
CDO97432.1	661899438	CDO97432.1	49390
CDO99873.1	661896684	CDO99873.1	49390
CDP01073.1	661895268	CDP01073.1	49390
CDP01076.1	661895271	CDP01076.1	49390
CDP01078.1	661895273	CDP01078.1	49390
CDP01079.1	661895274	CDP01079.1	49390
CDP01082.1	661895277	CDP01082.1	49390
CDP01087.1	661895282	CDP01087.1	49390
CDP01480.1	661894481	CDP01480.1	49390
CDP08704.1	661887573	XP_027108518.1	49390
CDP12136.1	661884219	CDP12136.1	49390
CDP13142.1	661883264	CDP13142.1	49390
CDP13143.1	661883265	CDP13143.1	49390
CDP15111.1	661881200	XP_027116929.1	49390
CDP15112.1	661881201	XP_027116930.1	49390
CDP15115.1	661881204	CDP15115.1	49390
CDP15119.1	661881208	CDP15119.1	49390
CDP15120.1	661881209	CDP15120.1	49390
CDP16521.1	661879774	XP_027121747.1	49390
CDP19616.1	661876252	CDP19616.1	49390
CDY13025.1	674920214	CDY13025.1	3708
CDY15179.1	674917987	XP_013693709.1	3708
CDY21781.1	674911315	CDY21781.1	3708
CDY29242.1	674903836	CDY29242.1	3708
CDY33048.1	674899972	XP_009120469.1	3708
CDY36488.1	674896374	CDY36488.1	3708
CDY43896.1	674888779	CDY43896.1	3708
CDY46082.1	674886534	CDY46082.1	3708
CDY46083.1	674886535	CDY46083.1	3708
CDY48501.1	674883966	CDY48501.1	3708
CDY48677.1	674883781	CDY48677.1	3708
CDY53452.1	674878601	CDY53452.1	3708
CDY61257.1	674872796	CDY61257.1	3708
CDY61260.1	674872798	CDY61260.1	3708
CDY67473.1	674865879	CDY67473.1	3708
CDY67489.1	674865837	CDY67489.1	3708
EAY87578.1	125541183	EAY87578.1	39946
EAZ24666.1	125583735	XP_015627220.1	39947
EEC74033.1	218191606	EEC74033.1	39946
EEE57832.1	222623700	BAD17249.1	39947
EEF28476.1	223526132	EEF28476.1	3988
EEF29506.1	223527362	EEF29506.1	3988
EEF32532.1	223530659	XP_002529831.1	3988
EEF36547.1	223534858	XP_002525853.1	3988
EEF46006.1	223544487	XP_002516389.1	3988
EEF47785.1	223546283	XP_002514679.1	3988
EEF47788.1	223546286	XP_002514682.1	3988
EEF48521.1	223547024	XP_002513938.1	3988
EEF49513.1	223548021	XP_002513010.1	3988
EER89599.1	241916455	XP_002438232.1	4558
EES00287.1	241927142	XP_002455167.1	4558
EES05503.1	241932358	XP_002452527.1	4558
EES05506.1	241932361	XP_002452530.1	4558
EFH42598.1	297312174	XP_002866339.1	81972
EFH42599.1	297312175	XP_020880746.1	81972
EFH47135.1	297316712	XP_002870876.1	81972
EFH47137.1	297316714	XP_002870878.1	81972
EFH49171.1	297318749	XP_002872912.1	81972
EFH50067.1	297319645	XP_002873808.1	81972
EFH53761.1	297323340	XP_020880211.1	81972
EFH53764.1	297323343	XP_020880210.1	81972
EFH53765.1	297323344	XP_002877506.1	81972
EFH53766.1	297323345	XP_002877507.1	81972
EFH53767.1	297323346	XP_002877508.1	81972
EFH56749.1	297326329	EFH56749.1	81972
EFH56750.1	297326330	XP_002880491.1	81972
EFH60400.1	297329981	EFH60400.1	81972
EFH60401.1	297329982	XP_020888731.1	81972
EFH65628.1	297335211	EFH65628.1	81972
EFH65630.1	297335213	XP_020870180.1	81972
EOA12418.1	482548224	XP_006279520.1	81985
EOA13350.1	482549156	XP_006280452.1	81985
EOA20486.1	482556294	EOA20486.1	81985
EOA23114.1	482558922	XP_006290216.1	81985
EOA24018.1	482559827	XP_006291120.1	81985
EOA24025.1	482559834	XP_006291127.1	81985
EOA24036.1	482559845	XP_006291138.1	81985
EOA25238.1	482561047	XP_006292340.1	81985
EOA26016.1	482561825	EOA26016.1	81985
EOA28868.1	482564678	XP_006295970.1	81985
EOA29202.1	482565012	EOA29202.1	81985
EOA30496.1	482566307	XP_006297598.1	81985
EOA36463.1	482572276	EOA36463.1	81985
EOX92064.1	508700168	EOX92064.1	3641
EOX92067.1	508700171	XP_007047910.1	3641
EOX95757.1	508703861	EOX95757.1	3641
EOY01771.1	508709874	EOY01771.1	3641
EOY01772.1	508709875	EOY01771.1	3641
EOY01773.1	508709876	EOY01771.1	3641
EOY01774.1	508709877	EOY01771.1	3641
EOY01775.1	508709878	EOY01771.1	3641
EOY01776.1	508709879	EOY01771.1	3641
EOY05112.1	508713215	EOY05112.1	3641
EOY05113.1	508713216	EOY05113.1	3641
EOY05114.1	508713217	EOY05113.1	3641
EOY05115.1	508713218	EOY05113.1	3641
EOY10064.1	508718167	EOY10064.1	3641
EOY15969.1	508724072	EOY15969.1	3641
EOY20331.1	508728434	EOY20331.1	3641
EOY22025.1	508774769	XP_007037524.1	3641
EOY22031.1	508774775	EOY22031.1	3641
EOY22033.1	508774777	EOY22033.1	3641
EOY24973.1	508777717	EOY24973.1	3641
EPS59751.1	527187066	EPS59751.1	192259
EPS62953.1	527192599	EPS62953.1	192259
EPS63474.1	527193450	EPS63474.1	192259
EPS66053.1	527197604	EPS66053.1	192259
EPS73934.1	527209141	EPS73934.1	192259
ERN14184.1	548856331	XP_006852717.1	13333
ERN14685.1	548856857	XP_006853218.1	13333
ERN14686.1	548856858	ERN14686.1	13333
ERN14726.1	548856898	XP_006853259.1	13333
ESQ34556.1	557093974	ESQ34556.1	72664
ESQ35380.1	557094798	ESQ35380.1	72664
ESQ36772.1	557096190	XP_006418419.1	72664
ESQ37304.1	557096796	ESQ37304.1	72664
ESQ37306.1	557096798	XP_006418870.1	72664
ESQ37307.1	557096799	ESQ37307.1	72664
ESQ37309.1	557096801	XP_006418873.1	72664
ESQ37311.1	557096803	ESQ37311.1	72664
ESQ37758.1	557097322	ESQ37758.1	72664
ESQ41695.1	557101332	XP_006400242.1	72664
ESQ42397.1	557102034	XP_006400944.1	72664
ESQ46245.1	557105920	ESQ46245.1	72664
ESQ46254.1	557105929	XP_006404801.1	72664
ESQ46259.1	557105934	XP_006404806.1	72664
ESQ46260.1	557105935	XP_006404807.1	72664
ESQ50585.1	557110294	XP_024016640.1	72664
ESR34280.1	557522913	XP_006421040.1	85681
ESR38973.1	557527723	XP_006466729.1	85681
ESR41901.1	557530718	XP_006428661.1	85681
ESR41902.1	557530719	XP_006428662.1	85681
ESR41903.1	557530720	XP_006428663.1	85681
ESR44523.1	557533340	XP_006431283.1	85681
ESR47201.1	557536083	XP_006433961.1	85681
ESR52033.1	557540989	NP_001306993.1	85681
ESR53953.1	557542975	XP_006440713.1	85681
ESR53954.1	557542976	XP_006440714.1	85681
ESR53955.1	557542977	XP_006440715.1	85681
ESR58117.1	557547139	XP_006444877.1	85681
ESR58118.1	557547140	XP_006444878.1	85681
ESR60210.1	557549581	ESR60210.1	85681
ESW13185.1	561014324	XP_007141191.1	3885
ESW13192.1	561014331	XP_007141198.1	3885
ESW13194.1	561014333	XP_007141200.1	3885
ESW13195.1	561014334	XP_007141201.1	3885
ESW16391.1	561017587	XP_007144397.1	3885
ESW18154.1	561019383	XP_007146160.1	3885
ESW18155.1	561019384	XP_007146161.1	3885
ESW19284.1	561020513	XP_007147290.1	3885
ESW35796.1	561037266	XP_007163802.1	3885
EXB62213.1	587873005	XP_010095793.1	981085
EXB66639.1	587877604	XP_010097012.1	981085
EXB75354.1	587886563	XP_010098615.1	981085
EXB75356.1	587886565	EXB75356.1	981085
EXB77511.1	587888821	XP_010099247.1	981085
EXB80936.1	587892352	XP_010099953.1	981085
EYU18463.1	604298419	XP_012828350.1	4155
EYU18464.1	604298420	XP_012828429.1	4155
EYU18465.1	604298421	EYU18465.1	4155
EYU18466.1	604298422	XP_012828449.1	4155
EYU18467.1	604298423	XP_012828379.1	4155
EYU19971.1	604300128	XP_012858542.1	4155
EYU19973.1	604300130	XP_012858201.1	4155
EYU23403.1	604304053	XP_012854342.1	4155
EYU25161.1	604306104	XP_012852131.1	4155
EYU26904.1	604313853	XP_012849906.1	4155
EYU27003.1	604314095	EYU27003.1	4155
EYU31586.1	604320751	XP_012844399.1	4155
EYU31587.1	604320752	XP_012844401.1	4155
EYU31588.1	604320753	XP_012844402.1	4155
EYU32219.1	604321643	XP_012843823.1	4155
EYU34484.1	604329116	XP_012840952.1	4155
EYU34485.1	604329117	XP_012840952.1	4155
EYU34489.1	604329121	XP_012840956.1	4155
EYU38906.1	604334840	XP_012835650.1	4155
EYU41583.1	604342559	XP_012831888.1	4155
EYU43443.1	604344728	EYU43443.1	4155
EYU44186.1	604345689	XP_012851558.1	4155
F8WKW0.1	678019168	F8WKW0.1	114476
F8WKW1.1	678019172	F8WKW1.1	114476
F8WKW8.1	678019187	F8WKW8.1	114476
F8WLS6.1	678019175	F8WLS6.1	4058
G3FIN8.1	1214787924	G3FIN8.1	3983
G3FIN9.1	1214787925	G3FIN9.1	3983
GAU13622.1	1045405879	GAU13622.1	3900
GAU18595.1	1045400159	GAU18595.1	3900
GAU34119.1	1045381323	GAU34119.1	3900
GAU47882.1	1045363135	GAU47882.1	3900
GAV58544.1	1130861918	GAV58544.1	3775
GAV60384.1	1130860011	GAV60384.1	3775
GAV63591.1	1130856659	GAV63591.1	3775
